Product ID,Category,Sub Category,Color,Sizes,Production Cost
2775,Masculine,Blazers,,M|L|XL|XXL,2.59
2776,Masculine,Accessories,,,6.76
2777,Children,Baby (0-12 months),YELLOW,P|M|G,6.51
2778,Children,"Girl and Boy (1-5 years, 6-14 years)",WHITE,P|M|G,13.76
2779,Children,Coats,,P|M|G,15.14
2780,Children,Sweaters,,P|M|G,4.54
2781,Children,Pajamas-2,,P|M|G,9.12
2782,Children,Accessories,,,1.29
2783,Feminine,Coats and Blazers,BEIGE,S|M|L|XL,35.51
2784,Feminine,Sweaters and Knitwear,SILVER,S|M|L|XL,17.88
2785,Feminine,Dresses and Jumpsuits,RED,S|M|L,6.64
2786,Feminine,Shirts and Blouses,,S|M|L|XL,6.75
2787,Feminine,T-shirts and Tops,,S|M|L|XL,7.84
2788,Feminine,Pants and Jeans,,36|38|40|42|44|46,47.8
2789,Feminine,Skirts and Shorts,,S|M|L|XL,15.54
2790,Feminine,Suits and Sets,,S|M|L|XL,50.44
2791,Feminine,Sportswear,,S|M|L|XL,9.06
2792,Feminine,Pajamas,,S|M|L|XL,12.18
2793,Feminine,Accessories,,,5.65
2794,Masculine,Coats and Blazers,YELLOW,M|L|XL|XXL,31.98
2795,Masculine,Sweaters and Sweatshirts,BLUE,M|L|XL|XXL,11.41
2796,Masculine,T-shirts and Polos,BEIGE,M|L|XL,22.04
2797,Masculine,Shirts,,M|L|XL|XXL,10.15
2798,Masculine,Pants and Jeans,,38|40|42|44|46|48,13.25
2799,Masculine,Suits,,M|L|XL|XXL,10.15
2800,Masculine,Sportswear,,M|L|XL|XXL,5.87
2801,Masculine,Blazers,,M|L|XL|XXL,10.14
2802,Masculine,Accessories,,,6.49
2803,Children,Baby (0-12 months),GREEN,P|M|G,6.88
2804,Children,"Girl and Boy (1-5 years, 6-14 years)",GREEN,P|M|G|GG,15
2805,Children,Coats,GREEN,P|M|G,5.06
2806,Children,Sweaters,,P|M|G,21.99
2807,Children,Pajamas-2,,P|M|G,5.97
2808,Children,Accessories,,,3.35
2809,Feminine,Coats and Blazers,,S|M|L,13
2810,Feminine,Sweaters and Knitwear,,S|M|L|XL,31.03
2811,Feminine,Dresses and Jumpsuits,LILAC,S|M|L|XL,27.79
2812,Feminine,Shirts and Blouses,,S|M|L,14
2813,Feminine,T-shirts and Tops,,S|M|L|XL,6.69
2814,Feminine,Pants and Jeans,,36|38|40|42|44|46,17.38
2815,Feminine,Skirts and Shorts,,S|M|L|XL,15.85
2816,Feminine,Suits and Sets,,S|M|L|XL,16.67
2817,Feminine,Sportswear,,S|M|L|XL,22.68
2818,Feminine,Pajamas,,S|M|L|XL,10.61
2819,Feminine,Accessories,,,2.78
2820,Masculine,Coats and Blazers,BEIGE,M|L|XL|XXL,19.22
2821,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,18.84
2822,Masculine,T-shirts and Polos,NEUTRAL,M|L|XL|XXL,22.23
2823,Masculine,Shirts,,M|L|XL|XXL,8.69
2824,Masculine,Pants and Jeans,,38|40|42|44|46|48,41.36
2825,Masculine,Suits,,M|L|XL|XXL,68.81
2826,Masculine,Sportswear,,M|L|XL|XXL,20.39
2827,Masculine,Blazers,,M|L|XL|XXL,9.6
2828,Masculine,Accessories,,,9.21
2829,Children,Baby (0-12 months),RED,P|M|G,10.11
2830,Children,"Girl and Boy (1-5 years, 6-14 years)",BURGUNDY,P|M|G|GG,23.31
2831,Children,Coats,,P|M|G,25.49
2832,Children,Sweaters,,P|M|G,5.67
2833,Children,Pajamas-2,,P|M|G,17
2834,Children,Accessories,,,8.86
2835,Feminine,Coats and Blazers,BLUE,S|M|L|XL,18.47
2836,Feminine,Sweaters and Knitwear,MUSTARD,S|M|L|XL,7.49
2837,Feminine,Dresses and Jumpsuits,LILAC,S|M|L|XL,16.47
2838,Feminine,Shirts and Blouses,,S|M|L|XL,6.52
2839,Feminine,T-shirts and Tops,,S|M|L|XL,11.85
2840,Feminine,Pants and Jeans,,36|38|40|42|44|46,19.92
2841,Feminine,Skirts and Shorts,,S|M|L|XL,14.55
2842,Feminine,Suits and Sets,,S|M|L,21.94
2843,Feminine,Sportswear,,S|M|L|XL,8.4
2844,Feminine,Pajamas,,S|M|L|XL,14.92
2845,Feminine,Accessories,,,1.03
2846,Masculine,Coats and Blazers,,M|L|XL|XXL,26.9
2847,Masculine,Sweaters and Sweatshirts,PINK,M|L|XL|XXL,9.76
2848,Masculine,T-shirts and Polos,WHITE,M|L|XL|XXL,6.58
2849,Masculine,Shirts,,M|L|XL|XXL,15.3
2850,Masculine,Pants and Jeans,,38|40|42|44|46|48,37.79
2851,Masculine,Suits,,M|L|XL|XXL,15.33
2852,Masculine,Sportswear,,M|L|XL|XXL,6.69
2853,Masculine,Blazers,,M|L|XL|XXL,17.9
2854,Masculine,Accessories,,,6.74
2855,Children,Baby (0-12 months),BLACK,P|M|G,8.11
2856,Children,"Girl and Boy (1-5 years, 6-14 years)",RED,P|M|G|GG,11.32
2857,Children,Coats,RED,P|M|G,10.37
2858,Children,Sweaters,,P|M|G,6.41
2859,Children,Pajamas-2,,P|M|G,8.33
2860,Children,Accessories,,,6.64
2861,Feminine,Coats and Blazers,NEUTRAL,S|M|L|XL,33.61
2862,Feminine,Sweaters and Knitwear,SILVER,S|M|L|XL,26.81
2863,Feminine,Dresses and Jumpsuits,PINK,S|M|L|XL,33.57
2864,Feminine,Shirts and Blouses,,S|M|L|XL,27.01
2865,Feminine,T-shirts and Tops,,S|M|L|XL,3.91
2866,Feminine,Pants and Jeans,,36|38|40|42|44|46,17.94
2867,Feminine,Skirts and Shorts,,S|M|L|XL,16.68
2868,Feminine,Suits and Sets,,S|M|L|XL,38.41
2869,Feminine,Sportswear,,S|M|L,21.21
2870,Feminine,Pajamas,,S|M|L|XL,9.18
2871,Feminine,Accessories,,,9.45
2872,Masculine,Coats and Blazers,GREEN,M|L|XL|XXL,15.45
2873,Masculine,Sweaters and Sweatshirts,GREEN,M|L|XL|XXL,10.62
2874,Masculine,T-shirts and Polos,LILAC,M|L|XL|XXL,7.59
2875,Masculine,Shirts,,M|L|XL|XXL,19.97
2876,Masculine,Pants and Jeans,,38|40|42|44|46|48,30.37
2877,Masculine,Suits,,M|L|XL|XXL,25.52
2878,Masculine,Sportswear,,M|L|XL|XXL,20.4
2879,Masculine,Blazers,,M|L|XL|XXL,7.63
2880,Masculine,Accessories,,,9.89
2881,Children,Baby (0-12 months),PINK,P|M|G,17.19
2882,Children,"Girl and Boy (1-5 years, 6-14 years)",BEIGE,P|M|G|GG,15.56
2883,Children,Coats,NEUTRAL,P|M|G,21.39
2884,Children,Sweaters,,P|M|G,17.37
2885,Children,Pajamas-2,,P|M|G,7.78
2886,Children,Accessories,,,9.57
2887,Feminine,Coats and Blazers,,S|M|L|XL,8.5
2888,Feminine,Sweaters and Knitwear,NEUTRAL,S|M|L|XL,33.23
2889,Feminine,Dresses and Jumpsuits,,S|M|L|XL,10.08
2890,Feminine,Shirts and Blouses,,S|M|L|XL,8.16
2891,Feminine,T-shirts and Tops,,S|M|L|XL,7.03
2892,Feminine,Pants and Jeans,,36|38|40|42|44|46,6.41
2893,Feminine,Skirts and Shorts,,S|M|L|XL,12.56
2894,Feminine,Suits and Sets,,S|M|L|XL,34.44
2895,Feminine,Sportswear,,S|M|L|XL,28.67
2896,Feminine,Pajamas,,S|M|L|XL,14.84
2897,Feminine,Accessories,,,3.99
2898,Masculine,Coats and Blazers,BEIGE,M|L|XL|XXL,39.62
2899,Masculine,Sweaters and Sweatshirts,BEIGE,M|L|XL|XXL,10.97
2900,Masculine,T-shirts and Polos,BLUE,M|L|XL|XXL,15.95
2901,Masculine,Shirts,,M|L|XL|XXL,15.38
2902,Masculine,Pants and Jeans,,38|40|42|44|46|48,37.26
2903,Masculine,Suits,,M|L|XL|XXL,31.09
2904,Masculine,Sportswear,,M|L|XL|XXL,22
2905,Masculine,Blazers,,M|L|XL|XXL,23
2906,Masculine,Accessories,,,9.68
2907,Children,Baby (0-12 months),SILVER,P|M|G,11.13
2908,Children,"Girl and Boy (1-5 years, 6-14 years)",BEIGE,P|M|G|GG,19.64
2909,Children,Coats,BEIGE,P|M|G,28.87
2910,Children,Sweaters,,P|M|G,11.56
2911,Children,Pajamas-2,,P|M|G,6.84
2912,Children,Accessories,,,3.71
2913,Feminine,Coats and Blazers,LILAC,S|M|L|XL,35.41
2914,Feminine,Sweaters and Knitwear,GOLD,S|M|L|XL,7.63
2915,Feminine,Dresses and Jumpsuits,BEIGE,S|M|L|XL,20.7
2916,Feminine,Shirts and Blouses,,S|M|L|XL,5.78
2917,Feminine,T-shirts and Tops,,S|M|L|XL,7.61
2918,Feminine,Pants and Jeans,,36|38|40|42|44|46,32.78
2919,Feminine,Skirts and Shorts,,S|M|L|XL,9.32
2920,Feminine,Suits and Sets,,S|M|L|XL,21.06
2921,Feminine,Sportswear,,S|M|L|XL,19.15
2922,Feminine,Pajamas,,S|M|L|XL,15.76
2923,Feminine,Accessories,,,8.14
2924,Masculine,Coats and Blazers,NEUTRAL,M|L|XL|XXL,19.51
2925,Masculine,Sweaters and Sweatshirts,BLUE,M|L|XL|XXL,14.96
2926,Masculine,T-shirts and Polos,BEIGE,M|L|XL|XXL,11.52
2927,Masculine,Shirts,,M|L|XL|XXL,9.11
2928,Masculine,Pants and Jeans,,38|40|42|44|46|48,17.59
2929,Masculine,Suits,,M|L|XL|XXL,57.86
2930,Masculine,Sportswear,,M|L|XL|XXL,29.36
2931,Masculine,Blazers,,M|L|XL|XXL,7.24
2932,Masculine,Accessories,,,7.89
2933,Children,Baby (0-12 months),GOLD,P|M|G,13.67
2934,Children,"Girl and Boy (1-5 years, 6-14 years)",TURQUOISE,P|M|G|GG,21.25
2935,Children,Coats,PINK,P|M|G,10.13
2936,Children,Sweaters,,P|M|G,24.48
2937,Children,Pajamas-2,,P|M|G,6.82
2938,Children,Accessories,,,1.75
2939,Feminine,Coats and Blazers,,S|M|L|XL,30.27
2940,Feminine,Sweaters and Knitwear,BLUE,S|M|L|XL,14.23
2941,Feminine,Dresses and Jumpsuits,GREEN,S|M|L|XL,8.98
2942,Feminine,Shirts and Blouses,,S|M|L|XL,6.47
2943,Feminine,T-shirts and Tops,,S|M|L|XL,3.5
2944,Feminine,Pants and Jeans,,36|38|40|42|44|46,19.13
2945,Feminine,Skirts and Shorts,,S|M|L|XL,8.84
2946,Feminine,Suits and Sets,,S|M|L|XL,70.95
2947,Feminine,Sportswear,,S|M|L|XL,13.08
2948,Feminine,Pajamas,,S|M|L,12.11
2949,Feminine,Accessories,,,13.54
2950,Masculine,Coats and Blazers,MUSTARD,M|L|XL|XXL,13.98
2951,Masculine,Sweaters and Sweatshirts,YELLOW,M|L|XL|XXL,10.82
2952,Masculine,T-shirts and Polos,,M|L|XL|XXL,17.56
2953,Masculine,Shirts,,M|L|XL|XXL,13.57
2954,Masculine,Pants and Jeans,,38|40|42|44,23.89
2955,Masculine,Suits,,M|L|XL|XXL,42.2
2956,Masculine,Sportswear,,M|L|XL|XXL,4.47
2957,Masculine,Blazers,,M|L|XL|XXL,11.41
2958,Masculine,Accessories,SILVER,,13.77
2959,Children,Baby (0-12 months),BEIGE,P|M|G,2.18
2960,Children,"Girl and Boy (1-5 years, 6-14 years)",BEIGE,P|M|G|GG,9.66
2961,Children,Coats,LILAC,P|M|G,16.66
2962,Children,Sweaters,,P|M|G,9.45
2963,Children,Pajamas-2,,P|M|G,12.94
2964,Children,Accessories,,,12.76
2965,Feminine,Coats and Blazers,BLACK,S|M|L|XL,15.98
2966,Feminine,Sweaters and Knitwear,BLUE,S|M|L|XL,10.25
2967,Feminine,Dresses and Jumpsuits,MUSTARD,S|M|L|XL,15.89
2968,Feminine,Shirts and Blouses,,S|M|L|XL,23.9
2969,Feminine,T-shirts and Tops,,S|M|L|XL,19.83
2970,Feminine,Pants and Jeans,,36|38|40|42|44|46,18.78
2971,Feminine,Skirts and Shorts,,S|M|L|XL,11.24
2972,Feminine,Suits and Sets,,S|M|L|XL,59
2973,Feminine,Sportswear,,S|M|L|XL,18.46
2974,Feminine,Pajamas,,S|M|L|XL,14.84
2975,Feminine,Accessories,NEUTRAL,,8.57
2976,Masculine,Coats and Blazers,LILAC,M|L|XL|XXL,43.42
2977,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,21.42
2978,Masculine,T-shirts and Polos,GOLD,M|L|XL|XXL,10.72
2979,Masculine,Shirts,,M|L|XL|XXL,15.16
2980,Masculine,Pants and Jeans,BLUE,38|40|42|44|46|48,29.54
2981,Masculine,Suits,,M|L|XL|XXL,17.01
2982,Masculine,Sportswear,,M|L|XL|XXL,12.08
2983,Masculine,Blazers,,M|L|XL|XXL,14.55
2984,Masculine,Accessories,,,2.99
2985,Children,Baby (0-12 months),TURQUOISE,P|M|G,10.54
2986,Children,"Girl and Boy (1-5 years, 6-14 years)",GREEN,P|M|G,20.45
2987,Children,Coats,LILAC,P|M|G,18.11
2988,Children,Sweaters,,P|M|G,21.09
2989,Children,Pajamas-2,,P|M|G,17.97
2990,Children,Accessories,,,2
2991,Feminine,Coats and Blazers,,S|M|L|XL,4.94
2992,Feminine,Sweaters and Knitwear,RED,S|M|L|XL,32.91
2993,Feminine,Dresses and Jumpsuits,GOLD,S|M|L|XL,25.65
2994,Feminine,Shirts and Blouses,,S|M|L|XL,7.35
2995,Feminine,T-shirts and Tops,,S|M|L|XL,5.43
2996,Feminine,Pants and Jeans,,36|38|40|42|44|46,40.57
2997,Feminine,Skirts and Shorts,,S|M|L|XL,7.33
2998,Feminine,Suits and Sets,,S|M|L|XL,37.93
2999,Feminine,Sportswear,,S|M|L|XL,22.01
3000,Feminine,Pajamas,,S|M|L|XL,8.03
3001,Feminine,Accessories,,,5.9
3002,Masculine,Coats and Blazers,WHITE,M|L|XL|XXL,51.25
3003,Masculine,Sweaters and Sweatshirts,GOLD,M|L|XL,9.63
3004,Masculine,T-shirts and Polos,WHITE,M|L|XL|XXL,18.41
3005,Masculine,Shirts,,M|L|XL|XXL,5.25
3006,Masculine,Pants and Jeans,,38|40|42|44|46|48,29.39
3007,Masculine,Suits,,M|L|XL|XXL,61.9
3008,Masculine,Sportswear,,M|L|XL,9.31
3009,Masculine,Blazers,,M|L|XL,4.83
3010,Masculine,Accessories,,,9.02
3011,Children,Baby (0-12 months),MUSTARD,P|M|G,9.82
3012,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,11.02
3013,Children,Coats,,P|M|G,19.71
3014,Children,Sweaters,,P|M|G,19.67
3015,Children,Pajamas-2,,P|M|G,5.51
3016,Children,Accessories,,,6.65
3017,Feminine,Coats and Blazers,,S|M|L|XL,14.66
3018,Feminine,Sweaters and Knitwear,PINK,S|M|L|XL,7.37
3019,Feminine,Dresses and Jumpsuits,BLACK,S|M|L|XL,32.49
3020,Feminine,Shirts and Blouses,,S|M|L|XL,21.33
3021,Feminine,T-shirts and Tops,,S|M|L|XL,6.43
3022,Feminine,Pants and Jeans,,36|38|40|42|44|46,6.19
3023,Feminine,Skirts and Shorts,,S|M|L|XL,13.48
3024,Feminine,Suits and Sets,,S|M|L|XL,30.15
3025,Feminine,Sportswear,,S|M|L,6.64
3026,Feminine,Pajamas,,S|M|L|XL,9.57
3027,Feminine,Accessories,,,1.45
3028,Masculine,Coats and Blazers,MUSTARD,M|L|XL|XXL,23.64
3029,Masculine,Sweaters and Sweatshirts,BEIGE,M|L|XL|XXL,21.29
3030,Masculine,T-shirts and Polos,BLUE,M|L|XL|XXL,14.68
3031,Masculine,Shirts,,M|L|XL,2.7
3032,Masculine,Pants and Jeans,,38|40|42|44|46|48,33.42
3033,Masculine,Suits,,M|L|XL|XXL,51.58
3034,Masculine,Sportswear,,M|L|XL|XXL,10.89
3035,Masculine,Blazers,,M|L|XL|XXL,10.12
3036,Masculine,Accessories,,,2.66
3037,Children,Baby (0-12 months),SILVER,P|M|G,6.74
3038,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,18.1
3039,Children,Coats,BLUE,P|M|G,18.46
3040,Children,Sweaters,,P|M|G,13.3
3041,Children,Pajamas-2,,P|M|G,14.07
3042,Children,Accessories,,,5.67
3043,Feminine,Coats and Blazers,BEIGE,S|M|L,24.57
3044,Feminine,Sweaters and Knitwear,BLUE,S|M|L|XL,10.81
3045,Feminine,Dresses and Jumpsuits,BLACK,S|M|L|XL,13.01
3046,Feminine,Shirts and Blouses,,S|M|L|XL,26.25
3047,Feminine,T-shirts and Tops,,S|M|L|XL,18.7
3048,Feminine,Pants and Jeans,,36|38|40|42|44|46,19.05
3049,Feminine,Skirts and Shorts,,S|M|L,8.42
3050,Feminine,Suits and Sets,,S|M|L|XL,15.95
3051,Feminine,Sportswear,,S|M|L|XL,26.85
3052,Feminine,Pajamas,,S|M|L|XL,4.95
3053,Feminine,Accessories,,,0.86
3054,Masculine,Coats and Blazers,RED,M|L|XL|XXL,14.44
3055,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,11.78
3056,Masculine,T-shirts and Polos,BLUE,M|L|XL|XXL,14.57
3057,Masculine,Shirts,,M|L|XL|XXL,5.94
3058,Masculine,Pants and Jeans,,38|40|42|44|46|48,34.18
3059,Masculine,Suits,,M|L|XL,16.27
3060,Masculine,Sportswear,,M|L|XL|XXL,13.45
3061,Masculine,Blazers,,M|L|XL|XXL,13.72
3062,Masculine,Accessories,,,7.93
3063,Children,Baby (0-12 months),YELLOW,P|M|G,23.18
3064,Children,"Girl and Boy (1-5 years, 6-14 years)",LILAC,P|M|G|GG,17.23
3065,Children,Coats,BLACK,P|M|G,9.25
3066,Children,Sweaters,,P|M|G,10.55
3067,Children,Pajamas-2,,P|M|G,16.86
3068,Children,Accessories,,,5.43
3069,Feminine,Coats and Blazers,YELLOW,S|M|L|XL,40.34
3070,Feminine,Sweaters and Knitwear,BEIGE,S|M|L|XL,20.98
3071,Feminine,Dresses and Jumpsuits,SILVER,S|M|L|XL,8.95
3072,Feminine,Shirts and Blouses,,S|M|L|XL,30.26
3073,Feminine,T-shirts and Tops,,S|M|L|XL,8.36
3074,Feminine,Pants and Jeans,,36|38|40|42|44|46,43.05
3075,Feminine,Skirts and Shorts,,S|M|L|XL,11.33
3076,Feminine,Suits and Sets,,S|M|L,34.47
3077,Feminine,Sportswear,,S|M|L|XL,14.87
3078,Feminine,Pajamas,,S|M|L,7.86
3079,Feminine,Accessories,,,5.15
3080,Masculine,Coats and Blazers,PINK,M|L|XL,22.67
3081,Masculine,Sweaters and Sweatshirts,TURQUOISE,M|L|XL|XXL,18.32
3082,Masculine,T-shirts and Polos,WHITE,M|L|XL|XXL,11.35
3083,Masculine,Shirts,,M|L|XL|XXL,6.9
3084,Masculine,Pants and Jeans,,38|40|42|44|46|48,14.72
3085,Masculine,Suits,,M|L|XL|XXL,28.89
3086,Masculine,Sportswear,,M|L|XL|XXL,7.82
3087,Masculine,Blazers,,M|L|XL|XXL,5.71
3088,Masculine,Accessories,,,7.34
3089,Children,Baby (0-12 months),NEUTRAL,P|M|G,3.59
3090,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,30.03
3091,Children,Coats,BLACK,P|M|G,26.35
3092,Children,Sweaters,,P|M|G,14.09
3093,Children,Pajamas-2,,P|M|G,18.99
3094,Children,Accessories,,,3.32
3095,Feminine,Coats and Blazers,BLACK,S|M|L|XL,16.25
3096,Feminine,Sweaters and Knitwear,NEUTRAL,S|M|L|XL,6.51
3097,Feminine,Dresses and Jumpsuits,WHITE,S|M|L|XL,26.29
3098,Feminine,Shirts and Blouses,,S|M|L|XL,26.94
3099,Feminine,T-shirts and Tops,,S|M|L|XL,3.68
3100,Feminine,Pants and Jeans,,36|38|40|42|44|46,41.15
3101,Feminine,Skirts and Shorts,,S|M|L|XL,4.01
3102,Feminine,Suits and Sets,,S|M|L|XL,66.04
3103,Feminine,Sportswear,,S|M|L|XL,13.42
3104,Feminine,Pajamas,,S|M|L|XL,8.11
3105,Feminine,Accessories,,,3.74
3106,Masculine,Coats and Blazers,BLUE,M|L|XL|XXL,36.64
3107,Masculine,Sweaters and Sweatshirts,NEUTRAL,M|L|XL|XXL,15.02
3108,Masculine,T-shirts and Polos,PINK,M|L|XL|XXL,6.57
3109,Masculine,Shirts,,M|L|XL|XXL,11.12
3110,Masculine,Pants and Jeans,,38|40|42|44|46|48,16.93
3111,Masculine,Suits,,M|L|XL|XXL,14.3
3112,Masculine,Sportswear,,M|L|XL|XXL,13.28
3113,Masculine,Blazers,,M|L|XL|XXL,3.95
3114,Masculine,Accessories,,,4.06
3115,Children,Baby (0-12 months),LILAC,P|M|G,8
3116,Children,"Girl and Boy (1-5 years, 6-14 years)",LILAC,P|M|G,9.66
3117,Children,Coats,YELLOW,P|M|G,9.33
3118,Children,Sweaters,,P|M|G,17.3
3119,Children,Pajamas-2,,P|M|G,14.91
3120,Children,Accessories,,,4.38
